	CCMD34381688ST-21-0_erectale.tsv	G78505_erectale.tsv	G88884_erectale.tsv	G88970_erectale.tsv	G89027_erectale.tsv	H2M514903_erectale.tsv	HD-1_erectale.tsv	T2D-063_erectale.tsv	T2D-105_erectale.tsv
UniRef90_D4JKR5	1	0	1	1	1	1	1	1	1
UniRef90_D4JKS3	0	0	0	0	0	0	1	0	1
UniRef90_D4JKS4	1	0	0	1	0	0	1	0	1
UniRef90_D4JKT0	1	0	0	1	0	0	1	0	0
UniRef90_D4JKT1	1	0	0	1	0	0	1	0	0
UniRef90_D4JKT2	1	0	0	1	1	1	1	0	0
UniRef90_D4JKT3	1	0	0	1	1	0	1	0	0
UniRef90_D4JKT4	0	0	0	0	0	0	1	0	0
UniRef90_D4JKT5	0	0	0	0	0	0	1	0	0
UniRef90_D4JKT6	0	0	0	0	0	0	1	0	0
UniRef90_D4JKT7	0	0	0	0	0	0	1	0	0
UniRef90_D4JKT8	1	0	0	1	0	1	1	0	1
UniRef90_D4JKU1	0	0	0	1	0	0	0	0	0
UniRef90_D4JKV3	0	0	0	0	1	0	1	0	0
UniRef90_D4JKV5	1	0	0	0	0	0	0	0	0
UniRef90_D4JKV6	1	0	0	0	0	0	0	0	0
UniRef90_D4JKW1	1	0	0	0	0	0	0	0	0
UniRef90_D4JKW2	0	0	1	0	0	0	0	0	0
UniRef90_D4JKY3	1	1	1	1	1	1	1	1	1
UniRef90_D4JKY5	0	0	0	1	0	0	0	0	0
UniRef90_D4JL05	0	0	0	0	1	0	1	0	0
UniRef90_D4JL06	0	0	0	0	1	0	1	0	0
UniRef90_D4JLA1	1	1	1	1	1	1	1	1	1
UniRef90_D4JLA9	1	0	0	0	0	0	0	0	0
UniRef90_D4JLB0	1	0	0	0	0	0	0	0	0
UniRef90_D4JLB1	0	0	0	0	0	0	0	1	0
UniRef90_D4JLD0	1	1	0	0	0	0	1	1	0
UniRef90_D4JLD4	1	1	0	0	1	0	1	0	0
UniRef90_D4JLF2	0	0	1	1	0	0	0	0	0
UniRef90_D4JLF3	0	0	1	1	0	0	0	0	0
UniRef90_D4JLF4	0	0	0	1	0	0	0	0	0
UniRef90_D4JLF5	0	0	0	1	0	0	0	0	0
UniRef90_D4JLF6	0	0	0	1	0	0	0	0	0
UniRef90_D4JLF7	0	0	1	1	0	0	0	0	0
UniRef90_D4JLN2	0	0	0	0	1	0	1	0	0
UniRef90_D4JLR3	1	1	1	1	1	1	1	0	0
UniRef90_D4JLS7	0	0	0	0	0	1	0	0	0
UniRef90_D4JLT6	0	1	1	0	0	0	0	1	0
UniRef90_D4JLT7	0	1	0	0	1	0	0	0	0
UniRef90_D4JLT8	0	1	0	0	1	0	0	0	0
UniRef90_D4JLT9	0	1	0	0	1	0	0	0	0
UniRef90_D4JLU0	0	1	0	0	1	0	0	0	0
UniRef90_D4JLW5	1	0	1	1	1	1	1	1	1
UniRef90_D4JLW7	1	0	1	1	0	1	0	0	0
UniRef90_D4JLX0	0	0	1	1	0	0	0	0	0
UniRef90_D4JLX2	0	0	1	1	0	0	0	0	0
UniRef90_D4JLX3	0	0	1	1	0	0	0	0	0
UniRef90_D4JLX5	0	0	1	1	0	0	0	0	0
UniRef90_D4JLX6	0	0	1	0	0	1	0	0	0
UniRef90_D4JLZ4	1	0	1	1	1	1	1	0	0
UniRef90_D4JLZ6	1	0	1	1	1	1	1	0	0
UniRef90_D4JM14	0	1	0	1	1	0	1	0	0
UniRef90_D4JM15	0	0	0	1	1	0	1	0	0
UniRef90_D4JM50	1	1	1	1	1	1	1	1	1
UniRef90_D4JM76	1	1	1	1	1	1	1	1	1
UniRef90_D4JM94	0	0	1	1	0	0	0	0	0
UniRef90_D4JM96	0	0	1	1	0	0	0	0	0
UniRef90_D4JM97	0	0	1	1	0	0	0	0	0
UniRef90_D4JM98	0	0	1	1	0	0	0	0	0
UniRef90_D4JM99	0	0	1	1	0	0	0	0	0
UniRef90_D4JMA0	0	0	1	1	0	0	0	0	0
UniRef90_D4JMA1	0	0	1	1	0	0	0	0	0
UniRef90_D4JMA2	0	0	1	1	0	0	0	0	0
UniRef90_D4JMA5	1	1	1	1	0	1	0	1	0
UniRef90_D4JMA6	0	0	1	1	0	0	0	0	0
UniRef90_D4JMB0	1	1	1	1	0	1	1	1	1
UniRef90_D4JMF4	0	1	0	0	1	0	1	0	1
UniRef90_D4JMG8	0	0	0	0	0	0	0	0	1
UniRef90_D4JMH6	1	0	0	1	1	0	0	1	0
UniRef90_D4JMH7	0	1	0	1	1	0	0	0	0
UniRef90_D4JMI6	0	1	0	0	1	1	0	0	0
UniRef90_D4JMJ1	0	1	0	0	1	1	0	0	0
UniRef90_D4JMJ2	0	1	0	0	1	1	0	0	0
UniRef90_D4JMJ3	0	1	0	0	0	0	0	0	1
UniRef90_D4JMJ7	1	1	1	1	1	0	1	0	0
UniRef90_D4JMM0	0	0	0	0	1	0	0	0	0
UniRef90_D4JMN8	1	1	1	1	1	1	1	1	1
UniRef90_D4JMR0	0	0	1	1	0	0	1	0	1
UniRef90_D4JMR5	1	1	1	1	1	1	1	1	1
UniRef90_D4JMS1	0	0	0	1	0	0	1	0	0
UniRef90_D4JMS2	0	0	0	1	0	0	1	0	0
UniRef90_D4JMS3	0	0	0	1	0	0	1	0	0
UniRef90_D4JMS4	1	1	1	0	1	1	0	1	1
UniRef90_D4JMS5	1	1	1	0	1	0	0	1	1
UniRef90_D4JMT5	1	1	1	1	1	1	1	1	1
UniRef90_D4JMU5	1	0	1	1	0	0	0	0	0
UniRef90_D4JMV6	1	1	1	1	1	0	1	0	1
UniRef90_D4JMV7	0	1	0	0	0	0	0	0	0
UniRef90_D4JMW8	1	1	1	1	1	1	1	1	1
UniRef90_D4JMY0	1	1	0	1	0	0	0	0	1
UniRef90_D4JMZ9	0	1	1	1	1	0	1	1	1
UniRef90_D4JN01	0	0	1	0	0	0	0	0	0
UniRef90_D4JN02	0	0	1	0	0	0	0	0	0
UniRef90_D4JN05	0	0	1	0	0	1	1	0	0
UniRef90_D4JN06	0	1	1	1	1	1	1	0	1
UniRef90_D4JN07	1	1	0	0	1	1	1	1	0
UniRef90_D4JN14	0	0	0	0	0	0	0	1	0
UniRef90_D4JN15	0	0	0	0	0	0	0	1	1
UniRef90_D4JN16	0	0	0	0	0	0	0	1	1
UniRef90_D4JN19	0	0	0	0	0	0	1	0	0
UniRef90_D4JN20	0	1	1	1	1	1	1	1	1
UniRef90_D4JN26	1	1	1	1	1	0	0	0	0
UniRef90_D4JN30	1	1	1	0	1	1	1	0	0
UniRef90_D4JN31	1	1	1	1	1	1	1	1	1
UniRef90_D4JN73	1	1	0	0	0	0	1	1	0
UniRef90_D4JN74	1	1	1	1	1	1	1	1	1
UniRef90_D4JN83	1	1	1	1	1	1	1	1	1
UniRef90_D4JN91	0	1	0	0	0	0	0	0	0
UniRef90_D4JN92	0	1	1	1	1	0	1	0	1
UniRef90_D4JN96	0	1	0	0	0	0	0	0	0
UniRef90_D4JN97	1	1	0	1	1	0	0	0	0
UniRef90_D4JN99	0	1	0	0	0	0	1	0	0
UniRef90_D4JNA0	0	1	0	0	0	0	0	0	0
UniRef90_D4JNB9	1	0	0	0	0	1	0	1	0
UniRef90_D4JNC1	0	0	0	0	0	1	0	1	0
UniRef90_D4JNC3	0	0	0	0	0	1	0	1	0
UniRef90_D4JNC6	0	0	0	0	0	1	0	0	0
UniRef90_D4JNC7	0	0	0	0	0	1	0	0	0
UniRef90_D4JNE2	0	0	0	0	0	0	1	0	0
UniRef90_D4JNG7	1	1	1	1	1	1	1	1	1
UniRef90_D4JNH6	1	1	1	1	1	1	1	1	1
UniRef90_D4JNK7	0	0	0	0	1	0	0	0	0
UniRef90_D4JNN4	0	1	1	1	1	1	1	1	1
UniRef90_D4JNP1	0	0	0	0	0	0	0	1	0
UniRef90_D4JNP6	1	1	1	1	1	1	1	1	1
UniRef90_D4JNQ6	0	0	0	1	1	0	1	1	0
UniRef90_D4JNR1	0	1	0	0	1	1	0	0	0
UniRef90_D4JNU6	1	0	0	0	0	1	1	0	0
UniRef90_D4JNW6	1	1	0	1	0	0	1	1	1
UniRef90_D4JNX2	0	1	0	1	1	1	1	0	0
UniRef90_D4JNY1	0	1	1	1	1	1	1	1	1
UniRef90_D4JNY9	1	0	1	1	0	0	0	0	0
UniRef90_D4JNZ0	1	0	1	1	0	0	0	0	0
UniRef90_D4JNZ9	1	1	1	1	1	1	1	1	1
UniRef90_D4JP15	0	1	1	0	0	0	0	0	0
UniRef90_D4JP40	1	0	0	0	1	1	1	1	0
UniRef90_D4JP80	0	0	0	1	0	1	0	0	0
UniRef90_D4JP82	0	1	0	0	0	1	1	0	0
UniRef90_D4JP91	1	1	0	1	1	1	1	0	0
UniRef90_D4JP92	0	1	0	1	1	0	0	0	0
UniRef90_D4JPA5	1	1	1	1	1	1	0	1	1
UniRef90_D4JPD2	0	0	0	1	0	1	0	1	0
UniRef90_D4JPD4	1	1	1	1	1	1	1	1	1
UniRef90_D4JPD6	0	1	0	0	1	0	0	0	0
UniRef90_D4JPG6	1	1	0	0	0	0	1	0	0
UniRef90_D4JPG7	1	1	1	1	1	1	1	1	1
UniRef90_D4JPI4	0	0	0	0	0	1	1	0	0
UniRef90_D4JPI5	0	0	0	0	0	1	1	0	0
UniRef90_D4JPI6	0	0	0	0	0	1	1	0	0
UniRef90_D4JPI7	0	0	0	0	0	0	1	0	0
UniRef90_D4JPI8	0	0	0	0	0	0	1	0	0
UniRef90_D4JPI9	0	0	0	0	0	0	1	0	0
UniRef90_D4JPJ0	1	0	0	0	0	1	0	0	0
UniRef90_D4JPJ3	0	0	0	0	0	1	0	0	0
UniRef90_D4JPU7	0	0	1	0	0	0	0	0	0
UniRef90_D4JPV2	0	0	1	0	0	0	0	0	0
UniRef90_D4JPV6	0	0	0	0	1	0	0	0	0
UniRef90_D4JPV7	0	0	0	0	0	0	1	0	0
UniRef90_D4JQE3	1	1	1	1	1	0	1	0	1
UniRef90_D4JQE4	1	1	1	1	1	0	1	0	0
UniRef90_D4JQJ2	0	1	1	1	1	0	0	0	0
UniRef90_D4JQJ3	0	1	1	1	1	0	0	0	0
UniRef90_D4JSK0	1	1	1	1	1	1	1	0	0
UniRef90_D4JSK1	1	0	1	1	0	0	1	0	0
UniRef90_D4JT23	1	0	1	0	0	1	1	0	0
UniRef90_D4JT24	1	0	1	0	0	1	1	0	0
UniRef90_D4JTZ5	1	1	1	1	1	1	1	1	1
UniRef90_D4JTZ6	1	1	1	1	1	1	1	1	1
UniRef90_D4JTZ7	1	1	1	1	1	1	1	1	1
UniRef90_D4JTZ8	1	1	1	1	1	1	1	1	1
UniRef90_D4K3M5	1	1	1	1	1	1	1	1	1
UniRef90_D4K4I8	1	0	1	1	0	1	1	0	1
UniRef90_D4K537	1	0	1	1	0	1	0	0	0
UniRef90_D4K6S7	1	0	1	1	0	1	1	0	1
UniRef90_D4K6T2	1	1	1	1	1	1	1	1	1
UniRef90_D4KJY8	1	0	1	1	1	1	1	1	0
UniRef90_D4KKH5	0	0	0	0	0	0	1	0	0
UniRef90_D4KKI0	0	1	0	1	0	0	0	0	1
UniRef90_D4KKI1	0	0	1	0	0	0	0	0	1
UniRef90_D4KKI3	0	0	1	0	0	0	0	0	0
UniRef90_D4KKI4	0	0	1	0	0	0	0	0	0
UniRef90_D4KKI5	0	0	1	1	0	0	0	0	0
UniRef90_D4KKI6	1	1	1	1	0	1	1	0	1
UniRef90_D4KKI7	0	0	1	1	1	1	1	0	0
UniRef90_D4KKI8	1	0	1	1	1	0	1	0	0
UniRef90_D4KKI9	1	0	1	1	0	1	1	0	0
UniRef90_D4KKJ2	0	0	1	0	0	0	1	0	0
UniRef90_D4KKP9	1	1	1	1	1	1	1	0	1
UniRef90_D4KL45	1	0	1	0	0	1	0	0	0
UniRef90_D4KL47	1	0	1	1	0	0	1	1	1
UniRef90_D4KL52	1	1	1	0	0	0	1	0	0
UniRef90_D4KL67	1	1	1	1	0	1	1	0	0
UniRef90_D4KL80	1	0	1	1	0	0	0	0	0
UniRef90_D4KL82	1	0	1	1	0	0	0	0	0
UniRef90_D4KL83	0	0	1	1	0	0	0	0	0
UniRef90_D4KL84	1	0	1	1	0	0	1	1	1
UniRef90_D4KL85	0	0	1	1	0	0	0	0	0
UniRef90_D4KL87	1	0	1	1	0	0	0	0	0
UniRef90_D4KL88	1	0	1	1	0	0	0	0	0
UniRef90_D4KL89	0	0	1	1	0	0	0	0	0
UniRef90_D4KL90	0	0	1	1	0	0	0	0	0
UniRef90_D4KLV5	0	0	1	1	1	0	1	1	1
UniRef90_D4KMP2	0	0	1	1	1	1	1	1	0
UniRef90_D4KMT4	1	0	1	1	0	1	1	0	0
UniRef90_D4KN84	1	1	1	1	1	1	1	1	1
UniRef90_D4KN95	0	0	1	0	0	1	1	0	1
UniRef90_D4KNE3	1	0	1	0	0	0	1	0	0
UniRef90_D4KNE6	1	0	1	0	0	0	1	0	0
UniRef90_D4KNZ7	1	0	1	1	1	0	1	1	1
UniRef90_D4KP02	1	0	1	0	1	1	0	1	1
UniRef90_D4KS19	1	0	1	0	0	1	1	1	1
UniRef90_D4KSK3	0	0	0	0	0	0	1	0	0
UniRef90_D4KSL2	0	0	1	0	0	0	1	0	0
UniRef90_D4KSM3	0	0	1	0	0	0	0	0	0
UniRef90_D4KSM5	0	0	1	0	0	0	0	0	1
UniRef90_D4KSW3	1	0	1	1	1	0	1	0	1
UniRef90_D4KSY0	0	0	1	0	0	0	1	0	1
UniRef90_D4KT02	0	1	1	1	0	1	1	0	1
UniRef90_D4KT60	1	1	1	1	1	1	1	0	1
UniRef90_D4KTF5	1	1	1	1	1	1	1	1	1
UniRef90_D4KU14	0	0	0	0	0	1	0	1	0
UniRef90_D4KUJ1	0	0	1	0	1	1	0	0	0
UniRef90_D4KUJ4	1	1	1	1	1	1	1	1	1
UniRef90_D4KUM7	0	0	1	0	0	0	0	0	0
UniRef90_D4KUM8	0	0	1	0	0	0	0	0	0
UniRef90_D4KUN0	0	1	0	0	0	0	0	0	0
UniRef90_D4KUS1	1	1	1	1	1	1	1	1	1
UniRef90_D4KUU1	0	0	1	0	0	1	0	0	0
UniRef90_D4KUU7	0	0	1	0	0	1	0	0	0
UniRef90_D4KV19	1	1	1	1	1	1	1	1	1
UniRef90_D4KV49	1	0	1	0	1	1	1	1	1
UniRef90_D4KV53	1	1	1	1	1	1	1	1	1
UniRef90_D4KWF1	1	0	1	0	1	0	1	1	1
UniRef90_D4KXS3	1	1	1	1	1	1	1	1	1
UniRef90_D4KXT7	1	1	1	1	0	1	1	0	0
UniRef90_D4KXT8	1	1	1	0	0	1	1	0	0
UniRef90_D4KXT9	1	1	1	1	0	1	1	0	0
UniRef90_D4KXU0	1	1	1	0	0	1	1	0	0
UniRef90_D4KXU1	1	1	1	1	1	1	1	0	1
UniRef90_D4KXU6	1	1	1	1	1	1	1	0	0
UniRef90_D4KXU9	1	1	1	1	1	1	1	1	1
UniRef90_D4KXV1	1	1	1	1	1	1	1	1	1
UniRef90_D4KXV3	1	1	1	1	1	1	1	1	1
UniRef90_D4KXV9	1	1	1	0	0	1	0	0	0
UniRef90_D4KXW0	1	1	1	0	1	0	0	0	0
UniRef90_D4KXW1	1	1	1	0	1	0	0	0	0
UniRef90_D4KXX6	1	1	1	1	1	1	1	1	1
UniRef90_D4KY17	0	1	1	1	0	0	1	1	1
UniRef90_D4KY31	0	1	0	0	1	0	1	1	1
UniRef90_D4KY97	1	1	1	1	1	1	1	1	1
UniRef90_D4KYE8	0	0	1	0	0	1	1	0	1
UniRef90_D4KYF1	0	1	1	0	0	1	1	0	1
UniRef90_D4KYF6	0	0	1	0	0	0	1	0	0
UniRef90_D4KYG7	0	1	1	1	0	1	1	0	1
UniRef90_D4KYG8	0	0	1	0	0	0	0	0	1
UniRef90_D4KYH2	0	0	1	1	0	1	1	0	1
UniRef90_D4KYH3	0	1	1	1	0	1	1	0	1
UniRef90_D4KYH7	1	1	1	1	1	1	1	1	1
UniRef90_D4KYH9	1	0	1	1	0	1	1	1	0
UniRef90_D4KYI0	0	1	1	1	0	1	1	0	1
UniRef90_D4KYI8	1	1	1	1	1	1	1	1	1
UniRef90_D4KYJ1	1	0	1	1	1	1	1	1	1
UniRef90_D4KYJ2	1	1	1	1	1	1	1	1	1
UniRef90_D4KZJ7	1	1	1	1	1	1	1	1	1
UniRef90_D4L056	1	0	1	1	1	0	1	0	1
UniRef90_D4L059	1	1	1	1	1	1	1	0	0
UniRef90_D4L063	1	1	1	1	1	1	1	0	0
UniRef90_D4L064	1	1	1	1	1	1	1	1	1
UniRef90_D4L065	1	1	1	1	1	1	1	1	1
UniRef90_D4L066	1	1	1	1	1	0	1	1	1
UniRef90_D4L067	1	1	1	1	1	1	1	1	1
UniRef90_D4L070	1	1	1	1	1	1	1	0	0
UniRef90_D4L073	1	1	1	0	1	1	1	0	0
UniRef90_D4L074	1	1	1	0	1	1	1	0	0
UniRef90_D4L075	1	1	1	0	1	1	1	0	0
UniRef90_D4L0Q1	0	0	0	0	1	0	0	1	1
UniRef90_D4L0S5	0	0	1	0	1	1	1	0	0
UniRef90_D4L0S6	1	0	1	0	1	0	1	1	1
UniRef90_D4L0S7	1	1	1	1	1	1	1	1	1
UniRef90_D4L0S9	1	1	1	0	1	1	1	0	1
UniRef90_D4L0T0	1	1	1	0	1	1	1	0	1
UniRef90_D4L0T1	1	1	1	0	1	1	1	0	1
UniRef90_D4L0T2	1	1	1	0	1	1	1	0	0
UniRef90_D4L0T4	1	1	1	0	1	1	0	0	0
UniRef90_D4L0T5	1	1	1	0	1	1	1	0	0
UniRef90_D4L0T6	1	1	1	0	1	1	1	0	1
UniRef90_D4L0T7	1	1	1	1	1	1	1	0	1
UniRef90_D4L0T8	1	1	1	1	1	1	1	0	1
UniRef90_D4L0T9	1	0	1	1	1	1	1	0	1
UniRef90_D4L0U1	1	0	1	1	1	0	1	0	1
UniRef90_D4L0U3	0	0	0	0	0	1	1	0	0
UniRef90_D4L0V2	0	0	1	0	0	1	1	0	0
UniRef90_D4L0V3	0	0	1	0	0	1	1	0	0
UniRef90_D4L0V4	0	0	0	0	0	1	1	0	0
UniRef90_D4L0V5	0	0	0	0	0	1	1	0	0
UniRef90_D4L0V6	0	0	0	0	0	1	1	0	0
UniRef90_D4L0W1	1	1	1	1	1	1	1	1	1
UniRef90_D4L0W7	1	1	1	1	1	1	1	1	1
UniRef90_D4L0Z3	0	0	1	0	0	0	1	0	0
UniRef90_D4L0Z4	1	1	1	1	1	1	1	1	1
UniRef90_D4L0Z5	0	0	1	0	0	1	1	0	1
UniRef90_D4L0Z6	1	1	1	1	1	1	1	1	1
UniRef90_D4L0Z7	1	1	1	1	1	1	1	1	1
UniRef90_D4L0Z8	1	1	1	1	1	1	1	1	1
UniRef90_D4L0Z9	0	0	1	1	1	0	0	0	0
UniRef90_D4L100	0	1	1	0	1	0	0	0	0
UniRef90_D4L101	1	1	1	1	1	1	1	1	1
UniRef90_D4L102	1	1	1	1	1	1	1	1	1
UniRef90_D4L103	1	1	1	1	1	1	1	1	1
UniRef90_D4L105	1	1	1	1	1	1	1	1	1
UniRef90_D4L106	0	1	1	1	1	1	1	1	1
UniRef90_D4L107	0	1	1	0	1	1	1	1	1
UniRef90_D4L109	1	1	1	1	1	1	1	1	1
UniRef90_D4L110	1	1	1	1	1	1	1	1	1
UniRef90_D4L114	0	0	0	1	0	1	1	1	0
UniRef90_D4L115	0	0	1	0	0	1	1	1	0
UniRef90_D4L129	0	0	0	0	0	0	1	0	0
UniRef90_D4L134	0	0	1	0	0	0	0	0	0
UniRef90_D4L135	0	0	1	0	0	0	0	0	0
UniRef90_D4L136	0	0	1	0	0	0	0	0	0
UniRef90_D4L137	0	0	1	0	0	0	0	0	0
UniRef90_D4L147	0	0	1	0	1	0	1	0	1
UniRef90_D4L148	0	0	1	0	1	0	1	0	1
UniRef90_D4L151	1	0	1	1	1	1	1	1	1
UniRef90_D4L152	1	0	1	1	1	1	1	1	1
UniRef90_D4L162	1	1	1	1	1	1	1	0	1
UniRef90_D4L193	1	1	1	0	1	1	1	0	1
UniRef90_D4L195	1	1	1	0	1	1	1	0	1
UniRef90_D4L1A8	0	1	1	0	1	1	0	0	0
UniRef90_D4L1G6	1	1	1	1	1	1	1	1	1
UniRef90_D4L1X7	1	1	1	1	1	0	1	1	0
UniRef90_D4L1Y4	1	1	1	1	1	1	1	1	1
UniRef90_D4L1Y8	1	1	1	1	1	1	1	1	1
UniRef90_D4L1Z3	1	1	1	1	1	1	1	1	1
UniRef90_D4L1Z7	1	1	1	1	1	1	1	1	1
UniRef90_D4L236	1	1	1	1	1	1	1	1	1
UniRef90_D4L247	1	1	1	1	1	1	1	1	1
UniRef90_D4L2I1	1	1	1	0	1	1	1	0	0
UniRef90_D4L2I2	1	1	1	0	0	1	1	0	0
UniRef90_D4L2I7	1	1	1	1	1	1	1	1	1
UniRef90_D4L2W0	1	1	1	1	1	1	1	1	1
UniRef90_D4L380	1	1	1	1	1	1	1	1	1
UniRef90_D4L3B4	1	0	1	0	1	0	1	1	1
UniRef90_D4L3B5	0	1	1	0	0	1	1	1	1
UniRef90_D4L3B6	0	0	0	0	0	1	1	1	1
UniRef90_D4L3B7	0	0	0	0	0	1	1	0	0
UniRef90_D4L3B8	0	0	0	0	0	0	1	1	1
UniRef90_D4L3C0	0	0	0	0	0	0	1	1	1
UniRef90_D4L3C1	0	0	1	0	0	1	1	1	1
UniRef90_D4L462	1	0	1	1	0	1	1	0	1
UniRef90_D4L463	0	1	0	0	0	0	1	0	0
UniRef90_D4L465	1	1	1	1	1	1	1	1	1
UniRef90_D4L499	1	0	1	0	1	1	1	1	1
UniRef90_D4LFN8	1	1	1	1	1	0	0	1	0
UniRef90_D4LFP4	1	0	1	1	1	0	0	1	0
UniRef90_D4LFP9	1	0	1	1	1	0	1	0	0
UniRef90_D4LFQ1	1	0	1	1	1	1	1	1	0
UniRef90_D4LFQ2	1	0	1	1	1	0	1	0	0
UniRef90_D4LFQ4	1	0	1	1	1	1	0	1	0
UniRef90_D4LFR6	1	1	1	1	1	1	1	1	0
UniRef90_D4LFR8	1	1	1	1	1	1	1	1	1
UniRef90_D4LFS0	1	0	1	1	1	0	0	0	0
UniRef90_D4LFS1	1	0	1	1	1	1	1	1	0
UniRef90_D4LFS2	1	0	1	1	1	1	0	1	0
UniRef90_D4LGE3	0	0	0	1	1	0	0	0	0
UniRef90_D4LGY3	1	0	1	1	1	0	1	1	0
UniRef90_D4LGZ5	1	1	1	1	1	1	1	1	1
UniRef90_D4LIE7	1	0	1	0	0	0	1	0	0
UniRef90_D4LKH1	0	0	1	1	0	0	1	0	0
UniRef90_D4LKH2	0	0	1	1	0	0	1	0	0
UniRef90_D4LKJ2	0	0	1	1	1	0	1	0	0
UniRef90_D4LPV8	1	1	1	1	1	1	1	1	1
UniRef90_D4LT69	1	0	0	0	0	0	0	1	0
UniRef90_D4LT70	1	0	0	0	0	0	0	1	0
UniRef90_D4LTQ6	0	0	1	1	1	0	1	0	0
UniRef90_D4LTR8	0	0	1	1	1	1	1	0	0
UniRef90_D4LTS6	0	0	1	1	1	0	1	0	0
UniRef90_D4LTS7	0	0	1	1	0	0	1	0	0
UniRef90_D4LTT2	0	0	1	1	1	1	1	0	0
UniRef90_D4LTT7	0	0	1	1	1	0	1	0	0
UniRef90_D4LTT8	0	0	1	1	1	0	1	0	0
UniRef90_D4LTU2	0	0	1	1	0	0	1	0	0
UniRef90_D4LTU5	0	0	1	1	1	1	1	0	0
UniRef90_D4LTU7	1	0	1	1	0	1	1	0	0
UniRef90_D4LTU8	1	0	1	1	1	0	1	0	0
UniRef90_D4LTV0	1	0	1	1	1	1	1	0	0
UniRef90_D4LTV1	1	0	1	1	1	0	1	0	0
UniRef90_D4LV21	0	0	0	1	0	0	1	1	0
UniRef90_D4LVJ2	1	1	1	0	0	0	0	0	0
UniRef90_D4LVL6	0	0	0	0	1	1	1	1	1
UniRef90_D4LWG4	0	0	0	1	0	0	0	0	0
UniRef90_D4LWI4	1	1	1	1	1	1	1	1	1
UniRef90_D4LWJ1	1	1	1	1	1	1	1	1	1
UniRef90_D4LWJ4	1	0	1	1	0	0	1	1	0
UniRef90_D4LWL5	0	0	0	1	0	0	1	1	0
UniRef90_D4LWP9	1	0	1	1	1	0	1	1	0
UniRef90_D4LWQ0	0	0	0	0	0	0	1	1	0
UniRef90_D4LWQ1	1	0	0	1	0	0	1	1	0
UniRef90_D4LWT6	0	1	1	1	0	0	1	0	0
UniRef90_D4LX41	1	0	0	1	0	0	1	1	0
UniRef90_D4LX42	0	0	0	1	1	0	1	0	0
UniRef90_D4LX43	0	0	0	1	1	0	1	0	0
UniRef90_D4LX45	0	0	0	1	0	0	1	0	0
UniRef90_D4LX46	0	0	0	1	0	0	1	0	0
UniRef90_D4LX47	0	0	0	1	0	0	1	1	0
UniRef90_D4LX50	1	0	0	1	1	0	1	1	0
UniRef90_D4LY41	1	1	1	1	1	1	1	1	1
UniRef90_D4LYE0	0	0	1	1	1	0	1	0	1
UniRef90_D4LZB0	1	0	1	1	0	0	0	0	0
UniRef90_D4LZB3	1	0	1	0	0	0	0	0	0
UniRef90_D4LZQ9	1	1	1	1	1	0	1	1	1
UniRef90_D4LZV1	1	0	1	1	1	1	1	0	0
UniRef90_D4LZX1	1	1	1	1	1	0	0	0	0
UniRef90_D4M0A2	1	1	1	1	1	1	1	0	0
UniRef90_D4M0A6	1	1	1	1	1	1	1	0	0
UniRef90_D4M0C0	1	1	1	1	0	1	1	0	0
UniRef90_D4M0F2	0	0	1	1	0	0	0	0	0
UniRef90_D4M0H5	1	0	1	1	0	0	1	1	0
UniRef90_D4M0V3	0	0	0	1	0	0	0	0	0
UniRef90_D4M0W3	1	1	1	1	1	1	1	1	1
UniRef90_D4M218	1	1	1	1	1	1	1	1	1
UniRef90_D4M219	0	0	1	0	0	1	1	1	1
UniRef90_D4M2V4	1	1	1	1	1	1	1	1	1
UniRef90_D4M3M1	0	0	0	1	0	0	1	0	0
UniRef90_D4M3M3	1	1	1	1	1	1	1	1	0
UniRef90_D4M3N3	1	0	1	1	0	1	1	1	1
UniRef90_D4M3P7	1	0	1	1	1	0	0	1	0
UniRef90_D4M3U2	1	1	1	0	0	1	1	1	0
UniRef90_D4M3U4	1	1	1	1	1	1	0	1	0
UniRef90_D4M3X8	1	0	1	1	1	0	1	0	0
UniRef90_D4M3Y2	1	0	1	1	0	0	1	0	1
UniRef90_D4M3Z8	1	0	1	0	0	0	0	0	0
UniRef90_D4M413	1	1	1	1	0	1	1	1	1
UniRef90_D4M5E8	0	0	0	0	0	0	1	0	0
UniRef90_D4M6K4	1	1	0	0	1	0	1	0	0
UniRef90_D4M6L0	1	0	1	0	0	1	0	0	1
UniRef90_D4MKA4	1	0	1	1	1	1	1	1	1
UniRef90_D4ML13	1	1	1	1	1	1	1	1	1
UniRef90_D4ML16	1	1	1	1	1	1	1	1	1
UniRef90_D4ML18	1	1	1	1	1	1	1	1	1
UniRef90_D4ML19	1	1	1	1	1	1	1	1	1
UniRef90_D4MQQ2	0	0	1	0	0	1	0	1	0
UniRef90_D4RXT5	1	0	0	0	1	0	0	0	0
UniRef90_D4RXT7	1	0	0	0	1	0	0	0	0
UniRef90_D4RXU4	1	0	0	0	1	1	1	0	1
UniRef90_D4RXU5	1	1	0	0	1	1	1	0	1
UniRef90_D4RXV7	1	0	1	0	0	0	1	0	0
UniRef90_D4RXV9	1	0	1	0	1	1	1	1	0
UniRef90_D4RXW1	1	0	1	0	0	0	1	1	0
UniRef90_D4RY01	0	1	0	0	0	0	0	1	1
UniRef90_D4RZN4	0	0	1	1	0	1	1	0	0
