	CCMD34381688ST-21-0_erectale.tsv	G78505_erectale.tsv	G88884_erectale.tsv	G88970_erectale.tsv	G89027_erectale.tsv	H2M514903_erectale.tsv	HD-1_erectale.tsv	T2D-063_erectale.tsv	T2D-105_erectale.tsv
UniRef90_A0A0M6WUG6	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WUH7	1	0	1	1	1	1	1	1	1
UniRef90_A0A0M6WUK8	1	1	1	1	0	1	1	0	1
UniRef90_A0A0M6WUM8	0	1	0	0	0	0	0	1	1
UniRef90_A0A0M6WUQ3	0	1	0	0	0	0	1	0	1
UniRef90_A0A0M6WUR0	1	0	0	1	1	0	1	0	0
UniRef90_A0A0M6WUS1	1	0	0	0	0	0	0	0	0
UniRef90_A0A0M6WUT7	1	1	1	1	1	0	1	0	0
UniRef90_A0A0M6WUU9	1	0	1	1	0	0	0	0	0
UniRef90_A0A0M6WUV4	0	0	1	1	0	0	0	0	0
UniRef90_A0A0M6WUW9	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WUX4	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WUY0	1	0	1	1	1	0	1	1	0
UniRef90_A0A0M6WUZ2	1	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WUZ9	1	0	1	0	1	0	0	1	0
UniRef90_A0A0M6WV05	0	0	0	0	0	0	1	0	0
UniRef90_A0A0M6WV14	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WV61	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WV69	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WVA7	1	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WVG9	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WVI5	1	0	1	1	0	0	1	1	1
UniRef90_A0A0M6WVK1	1	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WVL2	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WVM0	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WVM2	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WVM5	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WVN3	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WVP3	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WVQ3	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WVU4	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WVX3	0	1	1	0	0	1	1	0	0
UniRef90_A0A0M6WVZ2	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WVZ3	0	0	0	1	0	0	0	0	0
UniRef90_A0A0M6WW03	0	0	1	1	0	0	0	0	0
UniRef90_A0A0M6WW07	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WW12	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WW19	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WW25	1	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WW33	1	0	1	0	0	1	1	0	0
UniRef90_A0A0M6WW34	1	0	0	0	1	0	0	0	0
UniRef90_A0A0M6WW42	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WW43	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WW59	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WW85	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WW92	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WW93	1	0	1	1	1	0	0	0	0
UniRef90_A0A0M6WWC7	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WWD2	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WWD8	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WWG7	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WWJ0	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WWJ1	0	0	0	1	0	0	0	0	0
UniRef90_A0A0M6WWN4	0	0	0	1	0	0	0	0	0
UniRef90_A0A0M6WWN8	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WWT1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WWY0	1	0	0	1	0	0	0	0	0
UniRef90_A0A0M6WWY6	1	0	1	1	1	1	1	1	1
UniRef90_A0A0M6WWY8	0	0	0	1	0	0	0	0	0
UniRef90_A0A0M6WX39	1	0	0	0	1	1	0	0	0
UniRef90_A0A0M6WX52	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WX78	0	1	1	0	0	0	1	0	0
UniRef90_A0A0M6WX81	0	0	1	0	0	1	1	0	0
UniRef90_A0A0M6WX86	0	1	0	0	1	0	0	0	0
UniRef90_A0A0M6WX99	0	0	1	1	0	0	0	0	0
UniRef90_A0A0M6WXD6	0	0	0	1	0	0	0	1	0
UniRef90_A0A0M6WXE3	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WXG9	0	1	0	0	1	0	1	0	1
UniRef90_A0A0M6WXH0	0	0	0	1	1	1	0	0	0
UniRef90_A0A0M6WXI3	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WXI4	0	1	1	1	0	0	1	0	0
UniRef90_A0A0M6WXI8	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WXI9	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WXN9	0	1	0	0	0	0	1	0	0
UniRef90_A0A0M6WXP6	0	0	0	1	0	0	1	0	1
UniRef90_A0A0M6WXR5	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WXT1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WXT3	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WXU7	0	0	0	1	1	1	0	0	0
UniRef90_A0A0M6WXV3	0	1	0	0	1	0	0	0	0
UniRef90_A0A0M6WY05	0	0	0	1	0	0	0	0	0
UniRef90_A0A0M6WY19	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WY53	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WY84	0	0	0	1	0	0	0	0	0
UniRef90_A0A0M6WYB0	1	0	1	0	0	0	1	1	1
UniRef90_A0A0M6WYF3	0	1	1	1	0	1	0	0	0
UniRef90_A0A0M6WYF4	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WYJ1	0	0	1	0	0	0	0	0	0
UniRef90_A0A0M6WYK1	0	0	0	1	0	0	0	0	0
UniRef90_A0A0M6WYL1	0	0	0	1	0	0	0	0	0
UniRef90_A0A0M6WYM5	0	1	0	1	0	1	0	0	0
UniRef90_A0A0M6WYM6	1	0	1	1	0	1	1	0	0
UniRef90_A0A0M6WYN7	0	0	1	0	0	0	1	0	1
UniRef90_A0A0M6WYR7	0	1	1	0	1	0	0	0	1
UniRef90_A0A0M6WYS3	0	1	1	1	0	1	1	1	1
UniRef90_A0A0M6WZ35	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WZG3	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WZH9	1	1	0	1	0	1	0	1	0
UniRef90_A0A0M6WZJ6	0	0	0	1	0	0	0	0	0
UniRef90_A0A0M6WZK8	0	0	0	1	0	0	0	0	0
UniRef90_A0A0M6WZM4	1	0	0	0	0	1	0	0	0
UniRef90_A0A0M6WZU0	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6X007	0	0	0	1	1	1	0	0	0
UniRef90_A0A0M6X039	0	1	0	0	0	1	1	0	1
UniRef90_A0A0M6X082	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6X094	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6X0E0	1	1	1	1	1	0	1	0	0
UniRef90_A0A0M6X0G3	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6X0K1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6X0S0	0	1	1	1	1	1	0	1	1
UniRef90_A0A0M6X160	1	1	1	1	1	1	1	0	0
UniRef90_A0A0M6X176	0	1	0	1	0	1	0	0	0
UniRef90_A0A0M6X1I1	1	1	1	1	1	1	1	0	0
UniRef90_A0A0M6X202	0	0	1	1	0	0	1	0	1
UniRef90_A0A0M6X2B9	0	0	0	0	0	0	1	0	1
UniRef90_A0A0N8X0M0	1	0	0	0	0	1	1	0	1
UniRef90_A0A0Q1B8I0	1	1	1	0	1	1	1	1	1
UniRef90_A0A0Q1BE70	0	1	0	1	1	1	1	1	1
UniRef90_A0A0V8QCG0	1	1	1	1	1	1	1	1	1
UniRef90_A0A0V8QD98	1	1	1	1	1	1	1	1	1
UniRef90_A0A0V8QI25	0	1	1	0	1	0	1	0	1
UniRef90_A0A0V8QIT1	1	0	0	0	0	0	0	0	0
UniRef90_A0A0V8QJC4	1	0	1	0	0	1	0	0	0
UniRef90_A0A116NS82	1	1	1	1	1	1	1	1	1
UniRef90_A0A116PN97	0	0	0	0	1	0	1	0	1
UniRef90_A0A127SJ23	0	0	1	1	1	0	0	0	0
UniRef90_A0A127SM24	1	0	1	1	1	1	1	0	0
UniRef90_A0A127SUW8	1	1	0	1	1	1	1	1	1
UniRef90_A0A127SVH5	1	1	1	1	1	1	1	0	1
UniRef90_A0A127T3A2	0	0	0	0	0	1	1	1	0
UniRef90_A0A127T6H1	1	1	1	1	1	1	1	0	1
UniRef90_A0A133ZW05	0	0	1	0	0	0	0	0	0
UniRef90_A0A134C160	0	0	1	0	0	0	0	0	0
UniRef90_A0A134CL89	1	1	1	1	1	1	1	1	1
UniRef90_A0A135YL55	0	0	1	0	0	1	1	0	1
UniRef90_A0A135YTH6	1	1	1	1	1	1	1	1	1
UniRef90_A0A136Q3W9	0	1	1	1	1	1	1	0	0
UniRef90_A0A136Q5P9	1	1	1	1	1	1	1	0	0
UniRef90_A0A136Q5S8	1	1	1	1	1	1	1	0	0
UniRef90_A0A136Q5T5	1	1	1	1	0	1	1	0	0
UniRef90_A0A136Q5X8	1	1	1	1	1	1	1	0	0
UniRef90_A0A136WGK3	1	1	1	1	1	1	1	1	1
UniRef90_A0A136WGM7	1	1	1	1	1	1	1	1	1
UniRef90_A0A136WGR5	0	1	1	1	0	0	0	0	0
UniRef90_A0A139TJT3	0	0	0	0	0	0	1	0	0
UniRef90_A0A139TJV3	0	0	0	0	0	0	1	0	0
UniRef90_A0A139TK34	0	0	0	0	0	0	1	0	0
UniRef90_A0A139TK70	0	0	0	0	0	0	1	0	0
UniRef90_A0A139TK97	0	0	0	0	0	0	1	0	0
UniRef90_A0A139TKI7	0	0	0	0	0	0	1	0	0
UniRef90_A0A173QT73	1	1	1	1	1	1	1	1	1
UniRef90_A0A173QTA8	0	1	1	1	0	0	0	0	0
UniRef90_A0A173QTF6	1	0	0	1	1	1	0	1	1
UniRef90_A0A173QTM2	0	0	0	0	1	1	1	0	0
UniRef90_A0A173QTV6	1	1	1	1	1	1	1	0	0
UniRef90_A0A173QTW9	0	1	0	0	0	0	0	0	1
UniRef90_A0A173QTX9	1	0	0	0	0	0	1	0	0
UniRef90_A0A173QUE9	0	0	0	0	0	0	1	0	0
UniRef90_A0A173QUS5	0	1	0	0	1	0	1	1	1
UniRef90_A0A173QV22	1	1	1	1	1	1	1	1	1
UniRef90_A0A173QWE3	1	1	1	1	1	1	1	1	1
UniRef90_A0A173QWP8	1	0	1	0	0	1	1	0	0
UniRef90_A0A173QWR1	1	1	1	1	1	1	1	1	1
UniRef90_A0A173QXJ1	1	1	1	1	1	1	1	1	1
UniRef90_A0A173QXR6	1	1	1	1	1	1	1	1	1
UniRef90_A0A173QXU7	1	1	0	1	0	0	0	0	0
UniRef90_A0A173QXZ0	1	1	1	1	1	0	1	0	0
UniRef90_A0A173QY18	1	1	1	1	1	1	1	1	1
UniRef90_A0A173QYJ1	0	0	1	1	0	0	0	0	0
UniRef90_A0A173QYN4	1	1	1	1	1	1	1	1	1
UniRef90_A0A173QZ65	1	1	1	1	1	1	1	1	1
UniRef90_A0A173QZC5	1	0	0	0	1	0	0	0	0
UniRef90_A0A173R010	1	1	1	1	1	1	1	1	1
UniRef90_A0A173R047	1	0	0	1	0	1	1	0	1
UniRef90_A0A173R0B8	0	0	0	0	0	0	0	1	0
UniRef90_A0A173R0Y6	1	1	1	1	1	1	1	1	1
UniRef90_A0A173R1E4	0	0	1	1	0	0	0	0	0
UniRef90_A0A173R1Q1	0	0	1	1	1	0	0	0	0
UniRef90_A0A173R201	1	0	0	0	0	0	0	1	0
UniRef90_A0A173R221	0	0	0	1	0	0	0	0	0
UniRef90_A0A173R281	1	1	1	1	1	1	1	1	1
UniRef90_A0A173R2I3	1	1	1	1	1	1	1	1	1
UniRef90_A0A173R2N4	0	0	1	0	0	1	0	0	0
UniRef90_A0A173R324	1	0	1	0	1	1	0	0	1
UniRef90_A0A173R3K0	0	0	1	0	0	0	0	0	0
UniRef90_A0A173R7X3	0	0	0	1	0	0	0	0	0
UniRef90_A0A173R830	0	0	0	1	0	0	0	0	0
UniRef90_A0A173R8P1	1	1	1	1	1	1	1	1	1
UniRef90_A0A173R9J4	1	1	1	1	1	1	1	1	1
UniRef90_A0A173R9J9	0	0	0	1	0	0	0	0	0
UniRef90_A0A173RA59	1	1	1	1	1	1	1	1	1
UniRef90_A0A173RAG4	0	0	0	0	1	0	0	0	0
UniRef90_A0A173RAK9	1	1	1	1	1	0	1	0	1
UniRef90_A0A173RAM6	0	0	0	0	1	0	0	0	0
UniRef90_A0A173RAN1	1	1	1	1	1	1	1	1	1
UniRef90_A0A173RAS3	1	1	1	1	1	1	1	1	1
UniRef90_A0A173RB92	1	0	0	0	1	0	0	0	1
UniRef90_A0A173RBK9	0	0	0	1	1	0	0	0	0
UniRef90_A0A173RCF8	0	1	0	1	0	0	0	0	0
UniRef90_A0A173RCH4	1	1	1	1	1	1	1	1	1
UniRef90_A0A173RDL1	0	0	0	1	0	0	0	0	0
UniRef90_A0A173RHJ3	1	0	1	1	1	1	1	1	0
UniRef90_A0A173RI11	1	1	1	1	1	1	1	1	1
UniRef90_A0A173RIT0	1	1	1	1	1	1	1	1	1
UniRef90_A0A173RIX4	0	1	0	0	0	1	0	1	0
UniRef90_A0A173RJ81	0	1	0	1	1	1	1	1	1
UniRef90_A0A173RJ86	0	1	0	0	0	0	0	0	0
UniRef90_A0A173RJZ8	0	1	0	0	0	1	0	1	0
UniRef90_A0A173RKT0	0	0	1	0	0	1	1	1	1
UniRef90_A0A173RKW9	0	0	0	1	0	0	1	0	0
UniRef90_A0A173RPB5	0	0	0	0	1	0	0	0	0
UniRef90_A0A173RPJ8	0	0	0	0	1	0	0	0	0
UniRef90_A0A173RPN8	0	0	0	0	1	0	0	0	0
UniRef90_A0A173RPS2	1	0	0	0	0	0	0	1	0
UniRef90_A0A173RPU9	0	0	0	0	1	0	0	0	0
UniRef90_A0A173RPX1	0	0	0	0	1	0	0	0	0
UniRef90_A0A173RQB2	0	0	0	0	1	0	0	0	0
UniRef90_A0A173RQY0	1	1	1	1	1	1	1	1	1
UniRef90_A0A173RRP2	0	0	0	0	1	0	0	0	0
UniRef90_A0A173RSC1	1	1	1	0	1	1	1	1	1
UniRef90_A0A173RTY3	1	1	1	1	1	1	1	1	1
UniRef90_A0A173RU99	1	1	1	1	1	1	1	1	1
UniRef90_A0A173RUL5	1	1	0	1	0	1	1	1	1
UniRef90_A0A173RV03	1	1	1	0	0	1	0	0	0
UniRef90_A0A173RV04	1	1	1	1	1	1	1	1	1
UniRef90_A0A173RVF5	0	0	0	0	1	0	0	0	0
UniRef90_A0A173RW26	0	0	0	1	1	0	0	0	0
UniRef90_A0A173RWE7	1	1	0	1	1	0	0	0	0
UniRef90_A0A173RWU4	1	1	1	1	1	1	1	1	1
UniRef90_A0A173RWY3	0	0	0	0	1	0	0	0	0
UniRef90_A0A173RX11	0	1	0	1	1	0	1	0	0
UniRef90_A0A173RX40	1	0	0	1	1	1	0	0	0
UniRef90_A0A173RX45	0	1	0	1	1	1	1	1	1
UniRef90_A0A173RXB3	0	0	0	0	0	0	0	1	0
UniRef90_A0A173RXM1	0	0	0	0	0	0	0	1	1
UniRef90_A0A173RZB5	0	0	0	0	0	0	1	0	1
UniRef90_A0A173RZE7	1	1	1	1	1	1	1	1	1
UniRef90_A0A173S042	1	0	1	0	0	0	0	0	1
UniRef90_A0A173S044	0	0	0	0	0	0	1	0	1
UniRef90_A0A173S057	1	0	1	0	0	0	0	0	1
UniRef90_A0A173S111	0	0	0	0	0	0	0	0	1
UniRef90_A0A173S1M6	1	0	1	0	0	0	0	1	1
UniRef90_A0A173S1S1	0	0	0	0	0	0	0	0	1
UniRef90_A0A173S269	0	0	1	0	0	0	1	0	1
UniRef90_A0A173S4X6	1	1	1	1	1	1	1	1	1
UniRef90_A0A173S646	1	1	1	1	1	1	1	1	1
UniRef90_A0A173S733	0	0	0	0	1	0	1	0	0
UniRef90_A0A173S7A8	1	1	1	1	1	1	1	1	1
UniRef90_A0A173S7E4	1	1	1	1	1	1	1	0	0
UniRef90_A0A173S8B5	1	1	1	1	1	1	1	1	1
UniRef90_A0A173S950	0	0	0	1	0	1	0	1	0
UniRef90_A0A173S9G7	0	0	0	0	1	0	0	0	0
UniRef90_A0A173S9G8	0	0	0	0	1	0	0	0	0
UniRef90_A0A173S9W5	1	1	1	1	1	1	1	1	1
UniRef90_A0A173SAK4	1	1	0	1	1	1	1	1	1
UniRef90_A0A173SC00	1	1	1	1	1	1	1	1	1
UniRef90_A0A173SC84	1	1	1	1	1	1	1	1	1
UniRef90_A0A173SCM1	1	1	1	1	1	1	1	1	1
UniRef90_A0A173SCR2	1	1	1	1	1	1	1	1	1
UniRef90_A0A173SCV1	0	0	0	0	1	0	0	0	0
UniRef90_A0A173SDS9	1	0	1	1	0	1	0	0	0
UniRef90_A0A173SG26	1	1	1	1	1	1	1	1	1
UniRef90_A0A173SG46	1	1	1	1	0	1	1	1	1
UniRef90_A0A173SGD8	0	0	1	1	0	0	0	0	0
UniRef90_A0A173SGP0	0	0	1	1	0	0	0	0	0
UniRef90_A0A173SGU8	1	1	1	1	1	1	1	1	1
UniRef90_A0A173SH34	1	1	1	1	1	1	1	1	1
UniRef90_A0A173SIJ6	1	1	1	1	0	1	1	1	1
UniRef90_A0A173SIM8	0	1	0	0	0	0	0	0	0
UniRef90_A0A173SIS5	0	1	0	0	0	0	0	0	0
UniRef90_A0A173SIW5	1	0	1	1	0	1	0	0	0
UniRef90_A0A173SKA5	0	1	0	0	0	0	0	0	0
UniRef90_A0A173SKD9	0	1	0	0	0	0	0	0	0
UniRef90_A0A173SKF8	0	0	1	0	0	0	0	1	1
UniRef90_A0A173SKI6	0	1	0	0	0	0	0	0	0
UniRef90_A0A173SLQ4	0	1	0	0	0	0	0	0	0
UniRef90_A0A173SLZ0	0	0	1	1	0	0	0	0	0
UniRef90_A0A173SM01	0	1	0	0	0	0	0	0	0
UniRef90_A0A173SMB5	0	0	1	0	0	0	0	0	0
UniRef90_A0A173SMU9	1	0	1	0	1	1	1	1	1
UniRef90_A0A173SN32	0	1	0	0	0	0	0	0	0
UniRef90_A0A173SNN1	1	1	1	1	1	1	1	1	1
UniRef90_A0A173SP13	1	0	0	0	1	1	1	1	1
UniRef90_A0A173SP95	0	0	0	1	0	0	0	0	1
UniRef90_A0A173SPP9	1	0	0	0	1	1	1	1	1
UniRef90_A0A173SQ61	1	0	0	0	0	0	0	0	0
UniRef90_A0A173SQ70	0	1	1	1	1	0	0	1	1
UniRef90_A0A173SQS7	1	1	0	1	1	1	0	0	1
UniRef90_A0A173SQZ5	1	1	1	1	1	1	1	1	1
UniRef90_A0A173SR43	0	0	0	0	1	0	0	0	0
UniRef90_A0A173SRA0	1	1	1	1	1	1	1	1	1
UniRef90_A0A173SRB7	1	1	1	1	1	1	1	1	1
UniRef90_A0A173SS17	0	1	0	1	1	1	1	1	1
UniRef90_A0A173SSE2	1	1	1	1	1	1	1	1	1
UniRef90_A0A173SSV7	0	0	1	0	1	0	1	0	1
UniRef90_A0A173STG4	1	1	1	1	1	1	1	1	1
UniRef90_A0A173STM6	1	1	1	1	1	1	1	1	1
UniRef90_A0A173SU56	1	1	1	1	1	1	1	1	1
UniRef90_A0A173SUT5	1	1	1	1	1	1	1	1	1
UniRef90_A0A173SVQ2	1	1	0	1	1	0	1	0	0
UniRef90_A0A173SVX2	0	0	0	1	1	0	1	1	1
UniRef90_A0A173SWQ3	1	1	1	0	1	1	1	1	1
UniRef90_A0A173SWY6	0	0	1	1	1	0	1	1	0
UniRef90_A0A173SYH1	1	1	1	1	1	1	1	1	0
UniRef90_A0A173T009	0	0	1	1	1	0	1	0	0
UniRef90_A0A173T023	1	1	1	0	1	1	1	0	1
UniRef90_A0A173T173	1	0	1	1	0	0	0	0	0
UniRef90_A0A173T1U6	1	1	1	1	1	0	1	1	1
UniRef90_A0A173T247	0	0	1	1	1	1	1	0	0
UniRef90_A0A173T2T5	1	0	0	1	0	1	0	0	1
UniRef90_A0A173T4K9	1	0	1	0	1	1	1	0	1
UniRef90_A0A173T5G4	1	1	1	1	1	1	1	1	1
UniRef90_A0A173T5N1	0	0	1	1	0	0	0	0	0
UniRef90_A0A173T6C8	0	0	1	1	0	0	0	0	0
UniRef90_A0A173T6Z2	0	0	1	1	0	0	0	0	0
UniRef90_A0A173T765	1	0	1	1	0	1	1	0	0
UniRef90_A0A173T7C3	1	1	1	1	1	1	1	0	0
UniRef90_A0A173T7R7	1	1	1	1	1	1	1	1	1
UniRef90_A0A173T7T5	1	1	1	1	1	1	1	1	1
UniRef90_A0A173T8G8	0	0	0	1	0	0	0	0	1
UniRef90_A0A173T982	1	1	1	1	1	1	1	1	1
UniRef90_A0A173T9F3	0	0	0	0	0	0	0	0	1
UniRef90_A0A173T9Q3	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TAZ5	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TBI5	0	0	0	0	0	0	0	0	1
UniRef90_A0A173TBS9	0	0	0	0	0	0	0	0	1
UniRef90_A0A173TD41	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TDJ4	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TE54	1	0	1	1	1	1	0	0	1
UniRef90_A0A173TEC7	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TED7	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TEP2	1	0	0	1	1	1	1	1	1
UniRef90_A0A173TEV3	1	0	1	1	0	0	0	0	0
UniRef90_A0A173TF10	1	0	1	1	1	1	1	1	1
UniRef90_A0A173TFQ1	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TFY1	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TGE8	1	1	1	0	0	0	0	0	0
UniRef90_A0A173TGM0	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TGW0	0	0	0	0	0	0	1	0	0
UniRef90_A0A173TH81	0	0	1	1	0	0	0	0	0
UniRef90_A0A173THM4	0	0	1	0	0	0	0	0	0
UniRef90_A0A173THV9	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TI16	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TI61	0	0	1	0	1	0	1	0	1
UniRef90_A0A173TI67	0	0	0	1	0	1	1	0	0
UniRef90_A0A173TIA5	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TIF1	0	0	1	1	0	0	0	0	0
UniRef90_A0A173TJ83	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TJB9	1	0	1	1	1	1	1	1	0
UniRef90_A0A173TJF4	0	0	0	0	0	0	1	0	0
UniRef90_A0A173TJJ1	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TJN6	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TJR3	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TJS6	1	0	0	1	0	1	1	1	1
UniRef90_A0A173TJS9	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TJX9	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TJY6	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TJZ3	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TJZ8	1	1	1	1	0	1	1	0	0
UniRef90_A0A173TK19	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TK78	0	0	1	1	1	0	1	0	0
UniRef90_A0A173TK89	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TKA3	1	0	1	1	0	0	1	1	1
UniRef90_A0A173TKD3	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TKD7	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TKL6	0	0	1	1	0	0	0	0	0
UniRef90_A0A173TKR0	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TKS0	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TKS9	0	0	0	1	0	0	1	0	0
UniRef90_A0A173TL63	0	0	0	0	0	0	1	0	1
UniRef90_A0A173TLG7	1	0	1	1	1	1	1	0	1
UniRef90_A0A173TLM1	1	1	1	1	1	0	1	0	0
UniRef90_A0A173TLP8	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TLV9	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TLY6	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TM61	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TM76	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TME4	1	0	0	0	1	0	0	0	1
UniRef90_A0A173TMF5	1	1	1	0	1	1	1	1	1
UniRef90_A0A173TMM7	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TMP8	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TMX7	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TN21	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TNT2	0	0	0	0	0	0	0	0	1
UniRef90_A0A173TNV7	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TPG7	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TPM5	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TPT7	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TQ99	0	0	0	0	0	0	0	0	1
UniRef90_A0A173TRG6	0	0	0	0	1	0	0	0	0
UniRef90_A0A173TRJ4	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TS51	0	0	0	0	0	1	0	1	1
UniRef90_A0A173TSK8	0	0	0	0	0	0	1	0	0
UniRef90_A0A173TSL6	1	0	0	0	0	0	1	0	0
UniRef90_A0A173TSQ3	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TT41	0	0	0	0	1	0	0	0	0
UniRef90_A0A173TT45	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TUJ1	0	0	0	0	1	0	0	0	0
UniRef90_A0A173TUR0	0	0	0	1	0	1	0	1	0
UniRef90_A0A173TUS5	0	0	0	0	1	0	1	1	0
UniRef90_A0A173TVD5	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TVL0	1	0	0	1	1	0	1	0	1
UniRef90_A0A173TWC4	0	0	0	0	1	0	0	0	0
UniRef90_A0A173TWY4	0	0	0	0	1	0	0	0	0
UniRef90_A0A173TWY7	0	0	0	0	1	0	0	0	0
UniRef90_A0A173TX19	0	0	0	0	1	0	1	0	0
UniRef90_A0A173TXD5	0	0	1	0	0	0	0	0	0
UniRef90_A0A173TXJ9	0	0	0	1	0	0	0	0	0
UniRef90_A0A173TXQ2	1	1	1	1	1	1	1	1	1
UniRef90_A0A173TXS0	1	1	1	0	1	1	1	0	1
UniRef90_A0A173TXT3	1	0	1	1	1	1	1	1	0
UniRef90_A0A173TXU5	0	1	1	0	1	0	1	0	0
UniRef90_A0A173TY89	0	0	1	1	0	0	0	0	0
UniRef90_A0A173TZ47	0	0	0	1	0	0	0	0	0
UniRef90_A0A173TZ74	0	0	0	1	0	0	0	0	0
UniRef90_A0A173TZ93	0	0	0	1	0	0	0	0	0
